no,nama,npsn,nama singkat,kode_pos,telepon,fax,email,alamat,kota,provinsi,Negara,lintang,bujur,akreditasi,Status ,rank_qs,rank_country
5438,Sekolah Tinggi Teknologi Sinar Husni,13119,NULL,20373,618463690,618463690,NULL,Jl Veteran Gang Utama Pasar V Kecamatan Helvetia,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5439,Akademi Sekretari Dan Manajemen Sriwijaya,24006,ASM Sriwijaya,30128,(0711)411288,(0711)419593,asmi.sriwijaya@gmail.com,Jl Letnan Murod No 35 Km 5 Talang Ratu,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
5440,Akademi Keperawatan Pemkab Ponorogo,344040,AKPER PEMKAB PONOROG,63412,0352 461792,0352 462819,office@akperponorogo.ac.id, Jl. Dr. Ciptomangunkusumo No. 82 A ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5441,Akademi Kebidanan Wahana Husada Bandar Jaya,24105,AKBID WAHANA HUSADA,12345,0725 42307, 0725 42307,akwahabandarjaya@gmail.com,Lampung ,Lampung Tengah,Lampung,Indonesia,-5.0125955,105.2091418,Baik,swasta,NULL,NULL
5442,STKIP Adzkia,103112,STKIP Adzkia,25153,751497107,751497107,informasi@stkipadzkia.ac.id,Jl. Taratak Paneh No. 7 Kelurahan Korong Gadang Kecamatan Kuranji Padang Sumater,Padang,Sumatera Barat,Indonesia,-0.9194533,100.3943016,NULL,swasta,NULL,NULL
5443,STIKES Bumi Persada Lhokseumawe,133035,STIKES Bumi Persada ,24352,64542193,64549198,stikes@bumipersada.ac.id,"Jalan. Banda Aceh-Medan Sp. Jln. Elak Alue Awe  
Lhokseumawe - Aceh.",Lhokseumawe,Aceh,Indonesia,5.1295587,97.1537438,Baik,swasta,NULL,NULL
5444,Akademi Kebidanan Cahwala Maluku Utara,124024,AKCAMU,97713,NULL,NULL,NULL,Jl. Santo Pedro Kel Ngade Kec. Ternate Selatan  ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5445,Universitas Singaperbangsa Karawang,41017,NULL,41361,267641177,267641367,NULL,Jl HS Ronggowaluyo Telukjambe ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5446,STIT Al-Qur`an Al-Ittifaqiah (STITQI) Ogan Ilir Sumatera Selatan,213317,STITQI,30662,711580793,711580793,stitqi@gmail.com,Jl. Lintas Timur KM. 36 Desa Indralaya Mulya Kec. Indralaya Kab. Ogan Ilir Prov.,Solok Selatan,Sumatera Barat,Indonesia,-1.1853829,101.4188586,Baik,swasta,NULL,NULL
5447,Universitas Surya,41056,Univ Surya,15810,(021) 57949518,NULL,info@multisurya.co.id,Scientia Buss Park jl Boulevard Gading Serpong Blok O/1 gedung I Tangerang,Bogor,Jawa Barat,Indonesia,-6.371472,106.6812801,NULL,swasta,NULL,NULL
5448,STISIP Muhammadiyah Sinjai,93128,STISIP Muhammadiyah ,92612,48222954,48222954,stisipm@yahoo.co.id,Jalan Teuku Umar No 08 Kel. Biringere Kec. Sinjai Utara,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5449,Akademi Keperawatan Ngesti Waluyo Parakan,64110,akpernw,56253,(0293) 596374,(0293) 596111,akperngestiwaluyo@yahoo.co.id,Jalan Pahlawan Parakan,Temanggung,Jawa Tengah,Indonesia,-7.2875682,110.1052487,NULL,swasta,NULL,NULL
5450,Sekolah Tinggi Bahasa Asing Cahaya Surya,73118,NULL,64123,(0354) 682029,(0354) 681759, ,Jalan Kyai Mojo 33 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5451,Politeknik Enjinering Indorama,45042,PEI,41152,2.65E+11,264202318,info@pei.ac.id,Jalan Kembang Kuning Kecamatan Jatiluhur Kabupaten Purwakarta,Purwakarta,Jawa Barat,Indonesia,-6.554038,107.41808,Baik,swasta,NULL,NULL
5452,Akademi Pariwisata Saint Mary,34134,NULL,10310,+62 21 6330 555,+62 21 6330 556, info@saintmary.ac.id,Jalan Am Sangaji No 6 ,Administrasi Jakarta Pusat,DKI Jakarta,Indonesia,-6.1652529,106.8136082,NULL,swasta,NULL,NULL
5453,STIKES Hang Tuah Tanjung Pinang,173093,STIKES HANG TUAH TPI,29123,7714440071,7714440071,stikestpi@gmail.com,"Jl. Baru Km.08 Atas Tanjungpinang Timur,29123",Tanjung Pinang,Kepulauan Riau,Indonesia,0.924799,104.501557,B,swasta,NULL,NULL
5454,STAI Masjid Syuhada Yogyakarta,213190,STAIMS,55272,(0274)580170,(0274)580170,staimsyogyakarta@yahoo.com,Jalan Pringgokusuman No.12 Yogyakarta,Yogyakarta,Daerah Istimewa Yogyakarta,Indonesia,-7.7909613,110.3592834,Baik,swasta,NULL,NULL
5455,Sekolah Tinggi Ilmu Kesehatan Bani Saleh,43295,STIKES BANI SALEH,17113,2188345064,2188357111,info@stikesbanisaleh.ac.id,Jalan RA Kartini No 66 ,Bekasi,Jawa Barat,Indonesia,-6.2464063,107.0047975,Baik Sekali,swasta,NULL,NULL
5456,Akademi Maritim Belawan,14020,AMB MEDAN,20124,618457414,618477276,ambmedan92@gmail.com,Jl Kapten Muslim Komplek Griya Riatur Indah Helvetia,Medan,Sumatera Utara,Indonesia,3.6080264,98.6452131,Baik,swasta,NULL,NULL
5457,Akademi Minyak Dan Gas Balongan,44118,NULL,45212,234272448,234275259,info@akamigas-balongan.ac.id,Jalan Jenderal Sudirman No 17 ,Indramayu,Jawa Barat,Indonesia,-6.3642111,108.3350508,NULL,swasta,NULL,NULL
5458,Universitas Nurul Hasan Bacan,121025,UNSAN BACAN,NULL,NULL,NULL,NULL,NULL,Halmahera Selatan,Maluku Utara,Indonesia,-0.6293033,127.5427938,Baik,swasta,NULL,NULL
5459,Institut Teknologi dan Bisnis Semarang,62007,ITB Semarang,NULL,2476332621,2476332621,info@itbsemarang.ac.id,NULL,Semarang,Jawa Tengah,Indonesia,-6.9837653,110.3863458,B,swasta,NULL,NULL
5460,Akademi Sekretari Manajemen Cendana,14027,NULL,20216,617357773,617357783,asmcendana@yahoo.com,Pusat Niga Asia Mega Mas Blok L No 6-8,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5461,Akademi Komunitas Semen Indonesia,76001,AKSI,     ,031 39922394,031 39922394,aksi.semenindonesia@gmail.com, ,Gresik,Jawa Timur,Indonesia,-7.171893,112.643403,NULL,swasta,NULL,NULL
5462,Akademi Kebidanan Graha Ananda,164020,AKBID GRAHA ANANDA,94511,04514133899 / 08524,4514133899,akbidgrahaananda@yahoo.co.id,"Jln. Singgani No. 56. Kel. Mamboro barat,Kec.Palu Utara, Kota Palu, Prop. Sulawe",Palu,Sulawesi Tengah,Indonesia,-0.7941445,119.872781,NULL,swasta,NULL,NULL
5463,Universitas Islam Negeri Imam Bonjol Padang,201013,UIN IB Padang,25174,(0751) 35711,(0751) 20923,rektor@uinib.ac.id,"Kampus III Sungai Bangek, Kel. Balai Gadang, Kec. Koto Tangah",Padang,Sumatera Barat,Indonesia,-0.8109227,100.3709865,B,swasta,NULL,NULL
5464,Sekolah Tinggi Ilmu Ekonomi Putera Sampoerna,33202,STIE Putera Sampoern,12870,217942340,217942330,dairion.dairion@ssb.ac.id," Mulia Business Park
Jl. MT. Haryono, kav.58-60
Pancoran - Jakarta Selatan",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5465,Sekolah Tinggi Teologi Kharisma Bandung,233008,STT Kharisma,40237,(022) 5225785,(022) 5225785,admin@sttkharisma.ac.id," Jl. Mekar Laksana, No. 8 Bandung",Bandung,Jawa Barat,Indonesia,-6.953866,107.604218,Baik,swasta,NULL,NULL
5466,STIKES Bhakti Al-Qodiri,73166,STIKES AL-QODIRI,68117,(0331) 412351,(0331) 412351,stikes.bhaktialqodiri.jember@gmail.com, Jl. Manggar 139 A Kelurahan Gebang Kec. Patrang Kab. Jember JAWA TIMUR,Jember,Jawa Timur,Indonesia,-8.158127,113.691034,Baik Sekali,swasta,NULL,NULL
5467,STIT Al-Aziziyah Kapek Gunungsari Lombok Barat Nusa Tenggara,213087,STIT AL-AZIZIYAH,83351,3706163461,3706163462,stitalaziziyah@gmail.com, Jl. Raya Tanjung Kapek Gunungsari Lombok Barat NTB,Sumbawa,Nusa Tenggara Barat,Indonesia,-8.6695893,117.0853625,Baik,swasta,NULL,NULL
5468,Akademi Analis Kesehatan Harapan Bangsa,24085,AAKHB BENGKULU,38213,73652606,73652606,aakharapanbangsa@gmail.com,Jl RAYA DEPATI PAYUNG NEGARA no. 16 A  PADANG KEMILING KOTA BENGKULU,Bengkulu,Bengkulu,Indonesia,-3.8561341,102.3373455,Baik,swasta,NULL,NULL
5469,Sekolah Tinggi Ilmu Ekonomi Pasundan,43043,STIE PAS,40263,227303249,227309128,info@stiepas.ac.id,Jalan Turangga No.37-41 Lingkar Selatan,Bandung,Jawa Barat,Indonesia,-6.9324394,107.6348896,B,swasta,NULL,NULL
5470,Akademi Metrologi dan Instrumentasi,504001,Akmet,40559,+62 813 5500 0872,+62 22 6611053,info@akmet.ac.id,"Jalan Daeng M. Ardiwinata km 3,4 Cihanjuang Bandung ",Sumedang,Jawa Barat,Indonesia,-6.9131355,107.7943503,Baik,swasta,NULL,NULL
5471,Sekolah Tinggi Agama Islam Al-Mujtahadah Pekanbaru ,213587,NULL,-    ,NULL,NULL,stai.almujtahadahpku@gmail.com,-,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5472,Poltekkes Kemenkes Medan,405002,Polkesmed,20137,618368633,618368644,poltekkeskemenkesrimedan@gmail.com," Jl. Jamin Ginting KM. 13,5 Kel. Lau Cih Medan - Tuntungan ",Medan,Sumatera Utara,Indonesia,3.51038,98.616425,B,swasta,NULL,NULL
5473,Akademi Teknik Soroako,94018,ATS,92984,021.5249100 PES.3802,(021) 5249589,ats@ats-sorowako.ac.id,Jl Soemantri Brojonegoro No 1 ,Luwu Timur,Sulawesi Selatan,Indonesia,-2.5320988,121.3600755,Baik,swasta,NULL,NULL
5474,STKIP Darussalam Cilacap,63095,NULL,53255,85866299044,2806261729,stkipdsclp@gmail.com,Jl. Raya Karangpucung Majenang Km 2 No. 8 Karangpucung Kabupaten Cilacap,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
5475,Sekolah Tinggi Teologi Gereja Pentakosta Di Indonesia Pematang Siantar,233364,STT GPDI - PS,-    ,6227550047,NULL,sttgpdip.siantar@yahoo.com,-,Pematangsiantar,Sumatera Utara,Indonesia,2.9540058,99.0687218,Baik,swasta,NULL,NULL
5476,Universitas Mercu Buana,31019,UMB,11650,215840816,215840813,umb@mercubuana.ac.id,Jl Raya Meruya Selatan Kembangan,Administrasi Jakarta Barat,DKI Jakarta,Indonesia,-6.209192,106.738028,Unggul,swasta,NULL,NULL
5477,Institut Injil Indonesia,232003,I-3,65312,341597974,341597974,info@i3batu.ac.id,Jalan Trunojoyo No.12 Kota Wisata Batu-Jawa Timur,Batu,Jawa Timur,Indonesia,-7.86503,112.5099156,Baik,swasta,NULL,NULL
5478,Sekolah Tinggi Ilmu Tarbiyah Miftahul Midad Lumajang,213726,STIT MIFTAHUL MIDAD,NULL,6.28E+12,NULL,stitmiftahulmidadlumajang@gmail.com,NULL,Lumajang,Jawa Timur,Indonesia,-8.1214522,113.2347064,NULL,swasta,NULL,NULL
5479,Sekolah Tinggi Teologi Pantekosta Sumut - Aceh,233348,NULL,     ,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
5480,Sekolah Tinggi Ilmu Kesehatan Majapahit Singaraja,83060,STIKES Majapahit Sin,81171,3623435033,3623435033,stikesmajapahitsingaraja@gmail.com,Jl. Raya Air Sanih Km. 11 Bungkulan - Singaraja Bali,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5481,Sekolah Tinggi Ilmu Manajemen,133002,STIM Banda Aceh,23114,8126920444,651555489,stim.bna@gmail.com,Jl T Nyak Arief (Depan Perum nas Jeulingke) No 333 D,Aceh Besar,Aceh,Indonesia,5.5855993,95.383496,NULL,swasta,NULL,NULL
5482,Sekolah Tinggi Ilmu Ekonomi Manajemen Rutu Nusa,123040,NULL,97117,9113345572, ,stiem_rna@yahoo.com,Jalan Dr Kayadoe No 80-82 ,Maluku Tengah,Maluku,Indonesia,-3.615318,128.272413,NULL,swasta,NULL,NULL
5483,STT Lintas Budaya Batam,233046,STT-LB Batam,0,81389423386, , lintasbudaya_batam@gmail.com, Komplek Green Town Blok Q 13 - 17 Bengkong Center,Natuna,Kepulauan Riau,Indonesia,7.1264694,110.4496203,NULL,swasta,NULL,NULL
5484,Institut Teknologi Nasional Yogyakarta,52006,ITNY,55281,(0274) 485390,(0274) 487249,info@itny.ac.id,"Jalan Babarsari, Caturtunggal, Depok, Sleman, Yogyakarta",Sleman,Daerah Istimewa Yogyakarta,Indonesia,-7.7733125,110.4163125,B,swasta,NULL,NULL
5485,Sekolah Tinggi Teknik Wiworotomo,63044,STT Wiworotomo,53134,(0281) 626266,(0281) 632870,akademik@stt-wiworotomo.ac.id,Jalan Semingkir No 1 Purwokerto ,Banyumas,Jawa Tengah,Indonesia,-7.4164744,109.211486,Baik,swasta,NULL,NULL
5486,STT SKRIPTURA INDONESIA,233137,NULL,16431,2177202982, , stt.skripturadepok@gmail.com, Jl. Siliwangi Dalam No. 27 Depok Lama ,Depok,Jawa Barat,Indonesia,-6.4004796,106.8236787,NULL,swasta,NULL,NULL
5487,Institut Nasional Flores,152004,INF,NULL,82140994239,NULL,nasionalflores@gmail.com,NULL,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
5488,"Institut Ilmu Al-Qur`an Jannatu Adnin Kendari, Sulawesi Teng",212002,IIQ-JAK KENDARI,93111,4013191552,4013191552,iiqjannatuadnin@yahoo.co.id," Jln. Wayong By Pass Kel. Lepo-Lepo, Kendari",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5489,Akademi Pariwisata 45 Jayapura,144002,Akparis '45' Jayapur,99224,NULL,NULL,akparis_45@yahoo.com,"Jl Ferry Kelapa Dua Entrop 
Jayapura",Jayapura,Papua,Indonesia,-2.5598207,140.7140923,NULL,swasta,NULL,NULL
5490,Akademi Keperawatan Pemkab Garut,344033,AKPER PEMKAB GARUT,44151,(0262)232212,(0262)232212,akperpemdagarut@ymail.com, JL. PROKLAMASI NO. 05 TAROGONG GARUT,Garut,Jawa Barat,Indonesia,-7.191732,107.8997213,NULL,swasta,NULL,NULL
5491,STAK Negeri Sentani,223006,STAKPN Sentani,99352,9675195065,9675195065,helpdesk@stakpnsentani.ac.id,Jl. Raya Sentani Depapre Kotak Pos 374 ,Jayapura,Papua,Indonesia,-2.5193869,140.4427773,Baik,swasta,NULL,NULL
5492,Akademi Kesehatan Lingkungan Mandala Waluya,94097,NULL,93232,401393176,NULL,NULL,Jl Jend AH Nasution No G-37 Kambu,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5493,Akademi Keuangan Dan Perbankan Borobudur,34033,NULL,13620,218613869,218613868,akp@borobudur.ac.id,Jalan Raya Kalimalang No 1 ,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
5494,STAI Bahriyatul Ulum KH. Zainul Arifin Pandan,213075,STAI BU,22611,631372207,631372207, bahriyatululumstai733@gmail.com, Jl. KH. Zainul Arifin No. 101 Pandan,Tapanuli Tengah,Sumatera Utara,Indonesia,1.6811283,98.8335925,Baik,swasta,NULL,NULL
5495,Akademi Pertanian Pragolapati,64022,NULL,0,NULL,NULL,NULL, ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5496,Sekolah Tinggi Manajemen Prasetiya Mulya,33067,NULL,12430,217657257,217511125,admin_iht@pmbs.ac.id,"Jalan R A Kartini, Cilandak ",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5497,Institut Agama Islam Dar Aswaja Rokan Hilir,212100,IAI Dar Aswaja Rohil,28991,82383391313,NULL,iaidaraswaja@gmail.com,"Jl. Ibadah Syech Madlawan, Sungai Pinang, Kubu Babussalam, Rokan Hilir",Rokan Hilir,Riau,Indonesia,2.0545493,100.6442321,Baik,swasta,NULL,NULL
5498,STKIP PGRI Pasuruan,73027,STKIP PGRI PASURUAN,67118,343421948,343411086,stkippgripasuruan@gmail.com,Jl Ki Hajar Dewantara 27-29 Tembok Rejo,Pasuruan,Jawa Timur,Indonesia,-7.668864,112.902446,NULL,swasta,NULL,NULL
5499,Sekolah Tinggi Ilmu Syari'ah (STIS) Nahdlatul Ulama Aceh,213532,STISNU Aceh,23361,85359840070, ,stisnuaceh@gmail.com,"Jl. Banda Aceh - Medan, km 17,2 Gampong Dilib bukti, Kecamatan Sukamakmur",Aceh Besar,Aceh,Indonesia,5.456372,95.392836,Baik,swasta,NULL,NULL
5500,Akademi Keperawatan Al Ma Arif,24138,AKPER Al Ma arif,32112,(0735) 3741903,NULL,almaarif.akper@yahoo.co.id,Jalan Dr. Mohammad Hatta No. 687 B Sukaraya Kecamatan Baturaja Timur,Ogan Komering Ulu,Sumatera Selatan,Indonesia,-4.1240325,104.1819459,NULL,swasta,NULL,NULL
5501,Akademi Farmasi Nusaputera Semarang,64153,Akfar Nusaputera,0,246747012,246747012,akfarnusaputera@gmail.com,Jl. Medoho III No. 2 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5502,Akademi Keperawatan Rumkit Tk III Dr. J. A. Latumeten,124021,NULL,0, (0911)345025, (0911)345025, akper_latumeten@yahoo.com, ,Ambon,Maluku,Indonesia,-3.700527,128.177037,NULL,swasta,NULL,NULL
5503,Universitas KH. Mukhtar Syafaat,211012,UIMSYA,68485,NULL,NULL,NULL,"Pondok Pesantren Darussalam, RT2, RT 4, Dusun Blokagung, Desa Karangdoro, Kecamatan Tegalsari ",Banyuwangi,Jawa Timur,Indonesia,-8.4508643,114.0990338,Baik,swasta,NULL,NULL
5504,STMIK Global Informatika Mdp,23084,STMIK MDP,30113,711376400,711376360,kuliah@mdp.ac.id,Jalan Rajawali No 14 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5505,Sekolah Tinggi Ilmu Hukum Persada Bunda,173087,NULL,28116,76123181,76140218, stihpb42@gmail.com,Jalan Diponegoro No 42 ,Pekanbaru,Riau,Indonesia,0.512232,101.452099,Baik,swasta,NULL,NULL
5506,Sekolah Tinggi Ilmu Administrasi Darul Rachman Tual,123022,NULL,97611,91624064,91624064, darul_rachman@yahoo.co.id,Jalan Pattimura ,Kepulauan Sangihe,Sulawesi Utara,Indonesia,5.0327192,123.9603618,Baik,swasta,NULL,NULL
5507,STMIK Mikar,43105,STMIK MIKAR,17113,"218,835,531,888,355,000",2188355319,stmikmitrakarya@gmail.com,"Jalan Mayor M Hasibuan No 5 Bekasi Selatan
Jawa Barat",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5508,STT Anugerah Alianse Semarang,233144,STTAS,0,NULL,NULL,admin@sttaasurakarta.ac.id, ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5509,Akademi Keperawatan Dharma Wacana,24101,AKDW,12345,72546685,72546685, akperdw@gmail.com,Jalan Kenanga No 3 Kel Mulyojati 16-C,Metro,Lampung,Indonesia,-5.1361406,105.3009509,Baik,swasta,NULL,NULL
5510,Institut Teknologi Perkebunan Pelalawan Indonesia,172012,ITP2I,NULL,8117562777,NULL,admin@itp2i-yap.ac.id,NULL,Pelalawan,Riau,Indonesia,0.451764,101.600304,Baik,swasta,NULL,NULL
5511,Sekolah Tinggi Pariwisata Sahid,33134,NULL,15148,"2,174,023,297,402,330",217428152,info@stpsahid.ac.id,Jalan Kemiri No 22 Pondok Cabe ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5512,AMIK Mitra Gama,104051,NULL,28884,7657037403,765597342,amikmitragama@yahoo.com,Jl Hangtuah No 99 Kabupaten Bengkalis - Riau,Bengkalis,Riau,Indonesia,1.2744701,101.1425016,Baik,swasta,NULL,NULL
5513,Politeknik Angkatan Laut,475002,AAL,NULL,031 329109294,031 3291090,NULL,NULL,Surabaya,Jawa Timur,Indonesia,-7.223568,112.713224,Unggul,swasta,NULL,NULL
5514,Akademi Keperawatan Helvetia Medan,14142,NULL,20351,618451021,618465779,akper@helvetia.ac.id,Jl Sei Mencirim Gg Pelita ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5515,Akademi Komunitas Negeri Putra Sang Fajar Blitar,6002,AKB,     , (0342) 814644, (0342) 814644, akn.psf.blitar@gmail.com, Jl. dr. Sutomo No. 51,Blitar,Jawa Timur,Indonesia,-8.0973606,112.1785042,Baik,negeri,NULL,NULL
5516,Sekolah Tinggi Ilmu Tarbiyah Syekh Muhammad Nafis,213643,STIT SMNT,NULL,811511104,NULL,NULL,"Komplek Islamic Center Tabalong, Desa Maburai",Tabalong,Kalimantan Selatan,Indonesia,-2.1823413,115.4404348,Baik,swasta,NULL,NULL
5517,AKPER Mappa Oudang Makassar ,94143,AKPER M.O.M,90223,8115856222,411876782,akpermappaoudang@yahoo.com, Jl.Letjen Pol. Mappa Oudang No.63 Makassar,Makassar,Sulawesi Selatan,Indonesia,-5.1742882,119.4155878,Baik,swasta,NULL,NULL
5518,Institut Kesehatan dan Teknologi Al Insyirah,172021,IKTA,NULL,NULL,NULL,akademik@ikta.ac.id,NULL,Pekanbaru,Riau,Indonesia,0.4724068,101.4752197,Baik,swasta,NULL,NULL
5519,Akademi Analis Kesehatan Sari Mutiara ,14229,NULL,0,NULL,NULL,NULL,Jl. Kapten Muslim No. 92 Medan,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5520,Sekolah Tinggi Teologi Nias,233194,STT Nias,22815,82165157964,NULL,stt_nias2006@yahoo.com, Jl. Golkar No 15 Kota Gunungsitoli,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5521,Akademi Kebidanan Wahana Sehat Sidoarjo,74113,AKWSS,0,318959733,318959733,akbid_wahanasehat_sda@yahoo.co.id,Jl. Hang Tuah No. 22 Sidoarjo,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5522,Akademi Pariwisata Sinar Surya,34194,NULL,11104,62216905508,62216922228,NULL,Jalan Am Sangaji No 15 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5523,STAI Al-Aziziyah Samalanga Bireun NAD,213001,IAI Al-Aziziyah,24264,0644 531755,0644 531755,staiaziziyah@yahoo.co.id," Jln. Mesjid Raya Km. 1.5 Samalanga Kab. Bireuen Nanggroe Aceh Darussalam
",Bireuen,Aceh,Indonesia,5.201661,96.354547,NULL,swasta,NULL,NULL
5524,Sekolah Tinggi Agama Islam Darul Hikmah Tulungagung,213770,STAI DH TULUNGAGUNG,NULL,NULL,NULL,NULL,NULL,Tulungagung,Jawa Timur,Indonesia,-8.0200307,111.8922624,NULL,swasta,NULL,NULL
5525,Politeknik Tanah Laut,115012,Politala,70815,51221537,51221537,mail@politala.ac.id,"Jl. A Yani, KM 6, desa Panggung, kecamatan Pelaihari, kabupaten Tanah Laut, Kali",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5526,Akademi Akuntansi Bentara Indonesia,34117,NULL,12250,"7352304, 73886457",6333514,NULL,Jl Perdatam Terusan No 4 Ulu  Jami,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5527,STKIP Taman Siswa Bima,83051,STKIP TSB,84113,(0374) 42891,(0374) 42891,taman.siswa.bima07@gmail.com,Jalan Lintas Bima-Tente Palibelo Bima,Bima,Nusa Tenggara Barat,Indonesia,-8.549251,118.695231,Baik,swasta,NULL,NULL
5528,AMIK Jabal Ghafur,134009,AMIK JABAL GHAFUR,24111,65322631,65325421,amikjgsigli@gmail.com,Komplek Yayasan Pembangunan Kampus Jabal Ghafur Glegapui Sigli,Pidie,Aceh,Indonesia,5.2937452,95.9183242,Baik,swasta,NULL,NULL
5529,Sekolah Tinggi Agama Kristen Abdi Wacana Pontianak,233047,STAK AW Pontianak,0,81345329001, ,mail@stakaw.ac.id, ,Pontianak,Kalimantan Barat,Indonesia,-0.043522,109.339836,Baik,swasta,NULL,NULL
5530,Politeknik Pelayaran Sumatera Barat,425011,Poltekpel Sumbar,NULL,(0751) 4735000, (0751) 4735001,info@poltekpelsumbar.ac.id,NULL,Padang Pariaman,Sumatera Barat,Indonesia,-0.7266312,100.2161372,Baik,swasta,NULL,NULL
5531,Sekolah Tinggi Ilmu Ekonomi Budhi Tangerang,43083,STIE BUDDHI,15115,215517853,215586820,stie@buddhi.ac.id,Jalan Imam Bonjol No 41 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5532,Institut Agama Islam Al-Qodiri Jember,212084,IAI Al-Qodiri,68117,331412034,331427490,akademik@iaiq.ac.id,"Jalan Manggar 193 A, Rukun Tetangga 002, Rukun Warga 002, Lingkungan Gebang Kecamatan Patrang, Kabupaten Jember Provinsi Jawa Timur",Jember,Jawa Timur,Indonesia,-8.157542,113.690279,Baik,swasta,NULL,NULL
5533,Sekolah Tinggi Perikanan dan Kelautan Matauli,13196,STPK MATAULI,NULL,0631 371677,NULL,stpkmatauli@yahoo.com,NULL,Tapanuli Tengah,Sumatera Utara,Indonesia,1.6920113,98.8262929,Baik,swasta,NULL,NULL
5534,Politeknik Palu,165003,POLITEKNIK PALU,94119,"(0451) 4131866, 0811",(0451) 4131866,info@politeknikpalu.ac.id,JL. SINAR  KEMUNING 1 NO. 1A . KELURAHAN TONDO PALU TIMUR KOTA PALU ,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
5535,Politeknik Unggulan Sragen,65016,NULL,57212,271893358,271893358,polansra@yahoo.co.id,"Jalan Brotoseno, Kroyo Karangmalang",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5536,Universitas Utpadaka Swastika,41122,UTPAS,NULL,215589161,215589163,info@utpas.ac.id,NULL,Tangerang,Banten,Indonesia,-6.1685146,106.6265569,Baik,swasta,NULL,NULL
5537,Sekolah Tinggi Teologi Blessing Indonesia Makassar,233297,STT BI Makassar,NULL, 0411 3614959, , sttbimakassar@gmail.com,-,Makassar,Sulawesi Selatan,Indonesia,-5.157789,119.4574033,Baik,swasta,NULL,NULL
5538,Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar,241001,UHN IGBS Denpasar,80239,361226656,361226656,info@uhnsugriwa.ac.id,"Jl. Ratna No.51, Tonja",Badung,Bali,Indonesia,-8.8187146,115.1737414,Baik Sekali,swasta,NULL,NULL
5539,Akademi Kebidanan YLPP Purwokerto,64079,Akbid YLPP Purwokert,53144,281641655,281633273,akbid.ylpp@gmail.com,Jalan K.H. Wahid Hasyim No. 274 A Purwokerto Selatan,Banyumas,Jawa Tengah,Indonesia,-7.4493423,109.2427576,NULL,swasta,NULL,NULL
5540,Sekolah Tinggi Ilmu Ekonomi Sebelas April,43081,NULL,45323,261205524,261205524,stiesas@stie11april-sumedang.ac.id,Jalan Angkrek No 19 ,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
5541,Sekolah Tinggi Bahasa Asing Yunisla Bandar Lampung,23031,NULL,35151,721700349,721700349,NULL,Jalan Imam Bonjol No 3 Gedung Air,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
5542,Institut Teknologi dan Sains Nahdlatul Ulama Pasuruan,72018,ITSNU PASURUAN,NULL,(0343) 5617767,NULL,mail@itsnupasuruan.ac.id,Jl. Raya Warung Dowo,Pasuruan,Jawa Timur,Indonesia,-7.683554,112.882333,Baik,swasta,NULL,NULL
